variables,mean_abs,smape_loss,mean_square_error
InletPressure,18.481048287631907,1.873318898681222,473.8454901416793
OutletPressure,145.39940369182904,15.960142934464304,23923.767642619427
OutletTemperature,1.2645843063035644,4.108905883553516,2.239794585030294
InverterSpeed,88.33133357696924,199.9999998059301,10434.597097441945
