,0,1,2,3,4,5,6,7,8,9,10,11,Média
MSE,0.1572405466769901,0.1685748912694684,9.499356196439057e-05,0.21581170394438806,0.1478440585523417,0.22386863564201284,0.12425539497630729,0.19410048822504555,0.19152984596402692,0.5104430265666484,0.42776990342932103,0.4785461550662554,2.8400796438747706
MAE,0.051996979333623315,0.04349226511836378,1.7748310481570035e-08,0.0532437850696946,0.02552739441867575,0.05561766192068131,0.02221055636313986,0.04852505335724117,0.0481444091572464,0.3918144407354593,0.2783178750345661,0.3541836586537231,1.3730740969107251
SMAPE,39.03228655604384,141.42029006497913,173.56924693047932,25.737077952482846,20.115222294975187,27.05460403234633,19.817231088504077,44.863257642770556,43.55432989514199,116.28682694131342,116.87474175488433,114.96708144127578,883.2921965951967
